"","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"1",367694530,2023-09-20 00:00:03,38.63,-75.62034,0,272.2,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"2",367694530,2023-09-20 00:01:04,38.62999,-75.62034,0,276.7,55,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"3",366934030,2023-09-20 00:01:12,38.60174,-75.65525,6.5,29.3,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"4",367694530,2023-09-20 00:03:23,38.63,-75.62034,0,270.4,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"5",366934030,2023-09-20 00:02:51,38.60417,-75.65315,6.3,41.6,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"6",367694530,2023-09-20 00:02:13,38.63,-75.62034,0,282.5,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"7",367694530,2023-09-20 00:04:43,38.63,-75.62034,0,270.6,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"8",366934030,2023-09-20 00:05:01,38.60627,-75.64932,6.2,67.5,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"9",367694530,2023-09-20 00:05:53,38.63,-75.62034,0,313.9,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"10",366934030,2023-09-20 00:08:13,38.6095,-75.64415,6.1,17.3,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"11",366934030,2023-09-20 00:09:22,38.61145,-75.64344,6.1,17.7,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"12",367694530,2023-09-20 00:09:54,38.63,-75.62035,0,271.3,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"13",367694530,2023-09-20 00:07:23,38.63,-75.62034,0,252.7,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"14",367694530,2023-09-20 00:08:43,38.63,-75.62033,0,317.5,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"15",367694530,2023-09-20 00:11:23,38.62999,-75.62033,0,271.8,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"16",366934030,2023-09-20 00:10:52,38.61366,-75.64226,5.9,29,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"17",367694530,2023-09-20 00:12:34,38.63,-75.62034,0,299,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"18",367694530,2023-09-20 00:13:44,38.63,-75.62034,0,198.9,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"19",366934030,2023-09-20 00:13:12,38.61544,-75.6382,5.8,67.4,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"20",366934030,2023-09-20 00:12:02,38.61472,-75.64039,5.7,66,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"21",367694530,2023-09-20 00:14:52,38.63,-75.62033,0,217.2,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"22",366934030,2023-09-20 00:15:31,38.61693,-75.63373,6,63.3,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"23",366934030,2023-09-20 00:14:22,38.61618,-75.63593,5.9,67.5,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"24",367694530,2023-09-20 00:16:02,38.63,-75.62034,0,286.4,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"25",367694530,2023-09-20 00:17:03,38.63,-75.62034,0,268.9,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"26",367694530,2023-09-20 00:18:13,38.63,-75.62035,0,243.3,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"27",366934030,2023-09-20 00:18:41,38.62015,-75.62836,6.1,47.7,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"28",367694530,2023-09-20 00:19:33,38.63,-75.62034,0,285.9,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"29",366934030,2023-09-20 00:20:12,38.62193,-75.62601,6.1,47.5,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"30",368110190,2023-09-20 00:19:55,38.36054,-75.61392,0,220,18,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"31",366934030,2023-09-20 00:21:31,38.62356,-75.62407,5.7,29.1,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"32",367694530,2023-09-20 00:22:12,38.62998,-75.62035,0,216.8,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"33",367694530,2023-09-20 00:21:03,38.63,-75.62034,0,258.3,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"34",366934030,2023-09-20 00:24:02,38.62738,-75.62324,4.9,5.3,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"35",367694530,2023-09-20 00:24:33,38.63001,-75.62033,0,285.4,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"36",367694530,2023-09-20 00:25:44,38.63,-75.62035,0.1,324.5,56,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"37",366934030,2023-09-20 00:22:41,38.62529,-75.62344,5.8,7.1,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"38",366934030,2023-09-20 00:27:42,38.63004,-75.61996,3.1,56.6,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"39",367694530,2023-09-20 00:29:42,38.63,-75.62035,0.1,262,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"40",367694530,2023-09-20 00:27:12,38.63002,-75.62036,0.1,313.4,59,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"41",366934030,2023-09-20 00:25:12,38.62862,-75.62267,3.5,44.5,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"42",366934030,2023-09-20 00:26:22,38.62931,-75.62142,3.8,56.4,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"43",367694530,2023-09-20 00:31:03,38.63001,-75.62035,0,255.3,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"44",366934030,2023-09-20 00:30:12,38.63135,-75.61823,3.1,25.2,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"45",366934030,2023-09-20 00:31:34,38.6324,-75.61771,3.2,18.6,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"46",367694530,2023-09-20 00:32:13,38.63002,-75.62035,0,204.2,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"47",367694530,2023-09-20 00:36:43,38.63001,-75.62035,0,265.1,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"48",367694530,2023-09-20 00:35:42,38.63002,-75.62036,0,247.4,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"49",366934030,2023-09-20 00:36:23,38.63504,-75.6162,0.8,30.3,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"50",368110190,2023-09-20 00:37:54,38.36054,-75.61391,0,220,18,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"51",366934030,2023-09-20 00:34:12,38.63446,-75.61664,1.8,28.4,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"52",367694530,2023-09-20 00:38:32,38.63002,-75.62035,0,240.8,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"53",367694530,2023-09-20 00:40:02,38.63002,-75.62036,0,248.4,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"54",366934030,2023-09-20 00:40:58,38.63548,-75.61569,5.8,36.5,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"55",367694530,2023-09-20 00:41:12,38.63002,-75.62036,0,236.1,57,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"56",366934030,2023-09-20 00:43:20,38.63657,-75.61481,0,19.4,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"57",367694530,2023-09-20 00:43:33,38.63,-75.62036,0,267.4,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"58",367694530,2023-09-20 00:44:43,38.63001,-75.62036,0,298.7,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"59",367694530,2023-09-20 00:45:54,38.63001,-75.62036,0,293.4,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"60",367694530,2023-09-20 00:48:13,38.63001,-75.62035,0,291,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"61",366934030,2023-09-20 00:46:20,38.63673,-75.61484,0,336.2,511,"MILTON W","IMO8635485","WCY5041",31,5,17,7,NA,31,"A"
"62",367694530,2023-09-20 00:49:34,38.63002,-75.62035,0,275.1,59,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"63",367694530,2023-09-20 00:47:03,38.63001,-75.62036,0,242.8,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
"64",367694530,2023-09-20 00:50:43,38.63002,-75.62035,0,183,58,"JUSTIN","IMO8334067","WDI4039",31,0,22,7,NA,31,"A"
