"","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"1",368126820,2023-09-23 00:07:39,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"2",368126820,2023-09-23 00:10:41,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"3",368126820,2023-09-23 00:19:40,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"4",368126820,2023-09-23 00:34:42,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"5",368126820,2023-09-23 00:37:43,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"6",368126820,2023-09-23 00:43:43,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"7",368126820,2023-09-23 00:46:41,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"8",368126820,2023-09-23 00:49:44,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"9",368126820,2023-09-23 00:52:42,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"10",368126820,2023-09-23 00:55:43,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"11",368126820,2023-09-23 01:01:43,38.36171,-75.61352,0,192,358,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"12",368126820,2023-09-23 01:04:43,38.36171,-75.61352,0,192,359,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"13",368126820,2023-09-23 01:07:42,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"14",368126820,2023-09-23 01:10:43,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"15",368126820,2023-09-23 01:13:42,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"16",338426241,2023-09-23 01:19:46,38.28681,-75.75871,0.8,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"17",368126820,2023-09-23 01:19:42,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"18",368126820,2023-09-23 01:22:43,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"19",368126820,2023-09-23 01:31:40,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"20",368126820,2023-09-23 01:37:41,38.36171,-75.61352,0,192,359,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"21",368126820,2023-09-23 01:52:44,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"22",368126820,2023-09-23 01:55:42,38.36171,-75.61352,0,192,356,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"23",368126820,2023-09-23 02:01:43,38.36171,-75.61352,0,192,358,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"24",368126820,2023-09-23 02:07:43,38.36171,-75.61352,0,192,358,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"25",368126820,2023-09-23 02:13:44,38.36171,-75.61353,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"26",368126820,2023-09-23 02:16:47,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"27",368126820,2023-09-23 02:19:43,38.36171,-75.61352,0,192,357,"ANNAPOLIS",NA,"WDL3968",52,5,30,12,2.8,52,"A"
"28",367628070,2023-09-23 02:20:40,38.63078,-75.6188,0,51.9,511,"DMO LISTO",NA,"WDH5451",31,0,18,7,NA,31,"A"
