"","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"1",368260710,2023-09-13 00:00:06,38.63639,-75.61483,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"2",368110190,2023-09-13 00:00:02,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"3",367127830,2023-09-13 00:00:04,38.36025,-75.61401,0,245.7,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"4",368219010,2023-09-13 00:01:01,38.37939,-75.86534,6.4,24.1,31,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"5",368260710,2023-09-13 00:01:26,38.63641,-75.6148,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"6",338426241,2023-09-13 00:01:05,38.28693,-75.75876,0,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"7",368110190,2023-09-13 00:01:23,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"8",368110190,2023-09-13 00:02:53,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"9",367127830,2023-09-13 00:02:25,38.36021,-75.61399,0,243.2,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"10",368260710,2023-09-13 00:03:45,38.63641,-75.6148,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"11",368219010,2023-09-13 00:03:10,38.38225,-75.86275,5.2,66.1,68,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"12",367127830,2023-09-13 00:03:35,38.36021,-75.61399,0,246.7,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"13",368110190,2023-09-13 00:04:01,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"14",368219010,2023-09-13 00:04:17,38.38286,-75.86058,6,71.5,70,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"15",338426241,2023-09-13 00:04:09,38.28689,-75.75882,0,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"16",368219010,2023-09-13 00:02:08,38.38102,-75.86394,6.1,20,25,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"17",368260710,2023-09-13 00:04:55,38.63643,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"18",368260710,2023-09-13 00:02:35,38.63641,-75.6148,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"19",368110190,2023-09-13 00:06:21,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"20",367127830,2023-09-13 00:05:14,38.36023,-75.61397,0,254.2,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"21",368219010,2023-09-13 00:05:23,38.38349,-75.85841,6.1,67.7,72,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"22",366948310,2023-09-13 00:05:19,38.34578,-75.87505,7.1,244,242,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"23",368219010,2023-09-13 00:06:27,38.38385,-75.85623,5.8,75.8,82,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"24",368110190,2023-09-13 00:08:43,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"25",368260710,2023-09-13 00:08:15,38.6364,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"26",368219010,2023-09-13 00:07:30,38.38386,-75.85416,5.1,122.4,100,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"27",368260710,2023-09-13 00:07:14,38.63639,-75.61483,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"28",368110190,2023-09-13 00:07:33,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"29",367127830,2023-09-13 00:07:35,38.36022,-75.61397,0,265.1,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"30",367127830,2023-09-13 00:08:56,38.36024,-75.61398,0,269.3,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"31",368260710,2023-09-13 00:09:16,38.63639,-75.61482,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"32",368219010,2023-09-13 00:09:47,38.38399,-75.84993,5.7,84,87,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"33",368110190,2023-09-13 00:05:13,38.36117,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"34",367127830,2023-09-13 00:11:14,38.36022,-75.61397,0,265.7,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"35",367127830,2023-09-13 00:10:06,38.36024,-75.61397,0,271,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"36",368110190,2023-09-13 00:09:52,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,0,30,12,0,52,"A"
"37",368260710,2023-09-13 00:10:35,38.63641,-75.6148,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"38",368219010,2023-09-13 00:08:36,38.3839,-75.85223,5.4,80,85,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"39",368219010,2023-09-13 00:10:51,38.384,-75.84779,5.6,86.3,81,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"40",368219010,2023-09-13 00:13:03,38.38497,-75.84324,6.6,74.4,68,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"41",367127830,2023-09-13 00:13:34,38.36023,-75.61397,0,275.5,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"42",366948310,2023-09-13 00:13:49,38.33827,-75.89137,6,234,231,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"43",368260710,2023-09-13 00:13:55,38.63639,-75.61482,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"44",368260710,2023-09-13 00:06:05,38.6364,-75.61482,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"45",368219010,2023-09-13 00:11:56,38.38439,-75.84563,6,73.7,73,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"46",368260710,2023-09-13 00:12:44,38.63641,-75.61482,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"47",338426241,2023-09-13 00:13:22,38.2869,-75.75879,0.2,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"48",367127830,2023-09-13 00:06:25,38.36024,-75.614,0,259.9,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"49",367127830,2023-09-13 00:12:25,38.36023,-75.61397,0,269.9,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"50",367127830,2023-09-13 00:15:55,38.36021,-75.61396,0,275.8,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"51",368260710,2023-09-13 00:15:05,38.63639,-75.61483,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"52",368110190,2023-09-13 00:16:02,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"53",368219010,2023-09-13 00:15:10,38.38683,-75.8397,5.4,9.7,4,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"54",338426241,2023-09-13 00:16:07,38.28688,-75.75881,0.1,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"55",368260710,2023-09-13 00:16:06,38.63639,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"56",368260710,2023-09-13 00:17:15,38.63638,-75.61481,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"57",366948310,2023-09-13 00:17:39,38.33414,-75.89739,5.8,230.2,235,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"58",367127830,2023-09-13 00:17:24,38.36021,-75.61396,0,276.1,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"59",368219010,2023-09-13 00:17:26,38.39067,-75.8401,6.3,348.3,344,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"60",368260710,2023-09-13 00:19:34,38.6364,-75.61484,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"61",338426241,2023-09-13 00:17:38,38.28688,-75.75878,0.2,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"62",368219010,2023-09-13 00:18:30,38.39236,-75.84082,5.9,334.5,328,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"63",368219010,2023-09-13 00:16:16,38.38864,-75.83968,6.3,355.4,352,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"64",368219010,2023-09-13 00:19:31,38.39371,-75.84194,5.7,323.8,319,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"65",338426241,2023-09-13 00:07:20,38.2869,-75.75879,0.6,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"66",367127830,2023-09-13 00:19:35,38.36021,-75.61399,0,270.4,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"67",367127830,2023-09-13 00:18:34,38.36021,-75.61398,0,272.9,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"68",368219010,2023-09-13 00:20:36,38.39498,-75.84342,5.8,322.1,320,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"69",368260710,2023-09-13 00:20:44,38.63638,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"70",368260710,2023-09-13 00:18:24,38.63639,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"71",368110190,2023-09-13 00:19:03,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"72",367127830,2023-09-13 00:20:45,38.36024,-75.61397,0,276,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"73",366948310,2023-09-13 00:21:58,38.32951,-75.9034,5.6,222.1,220,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"74",368219010,2023-09-13 00:22:48,38.39788,-75.84617,6,323,323,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"75",366948310,2023-09-13 00:20:39,38.33109,-75.90176,5.5,219.7,218,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"76",367127830,2023-09-13 00:21:55,38.3602,-75.61398,0,275.2,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"77",368260710,2023-09-13 00:25:05,38.63638,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"78",338426241,2023-09-13 00:24:24,38.2869,-75.75882,0.4,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"79",366948310,2023-09-13 00:25:29,38.32517,-75.9078,5.8,213,212,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"80",367127830,2023-09-13 00:23:05,38.36021,-75.61397,0,273.7,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"81",367127830,2023-09-13 00:24:15,38.36021,-75.61396,0,278.2,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"82",368219010,2023-09-13 00:26:16,38.4029,-75.84966,6.5,344.9,348,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"83",368219010,2023-09-13 00:25:03,38.40087,-75.84878,6,339.1,337,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"84",368260710,2023-09-13 00:23:14,38.63638,-75.61482,0,39.8,28,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"85",368110190,2023-09-13 00:25:04,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"86",366948310,2023-09-13 00:26:39,38.32357,-75.90908,5.9,211.9,210,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"87",368219010,2023-09-13 00:23:57,38.39939,-75.84752,5.6,324,323,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"88",367127830,2023-09-13 00:25:24,38.36024,-75.61398,0,277.2,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"89",368260710,2023-09-13 00:27:25,38.6364,-75.61479,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"90",368110190,2023-09-13 00:28:00,38.36116,-75.61353,0,315,207,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"91",368260710,2023-09-13 00:28:35,38.63639,-75.61481,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"92",368219010,2023-09-13 00:27:21,38.40481,-75.85021,6.3,351.5,356,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"93",366948310,2023-09-13 00:27:50,38.32193,-75.91032,5.9,212.1,215,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
"94",367127830,2023-09-13 00:26:45,38.36024,-75.61398,0,277.9,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"95",367127830,2023-09-13 00:27:46,38.36023,-75.61396,0,279.6,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"96",368219010,2023-09-13 00:28:23,38.40661,-75.85037,6.2,5.4,8,"VENGEANCE",NA,"WDM5765",57,0,23,7,2.9,52,"A"
"97",338426241,2023-09-13 00:30:15,38.28688,-75.75876,0.1,360,511,"ANOTHER DAY PARADISE","IMO0000000",NA,37,NA,17,4,NA,NA,"B"
"98",367127830,2023-09-13 00:30:26,38.36019,-75.61399,0,280.8,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"99",367127830,2023-09-13 00:32:46,38.36021,-75.614,0,277.9,511,"NIKKI JO C",NA,"WBA5546",31,0,17,7,NA,52,"A"
"100",368260710,2023-09-13 00:26:14,38.63641,-75.61484,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"101",368260710,2023-09-13 00:30:56,38.63638,-75.61482,0,39.8,27,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"102",366948310,2023-09-13 00:31:38,38.31712,-75.91518,5.7,219.1,222,"FORT PIKE",NA,"WAA9418",31,0,19,7,NA,52,"A"
