"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"368219010","2024-09-21T02:04:05","38.45159","-75.83644","9.3","194.9","190.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:05:06","38.44901","-75.83684","9.4","182.5","176.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:02:58","38.45434","-75.83516","9.3","205.2","201.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:06:09","38.44627","-75.83661","9.1","166.6","155.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:10:58","38.43964","-75.82434","9.1","130.1","138.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:08:27","38.44263","-75.83143","9.1","116.2","112.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:09:55","38.44113","-75.82714","9.0","118.4","125.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:14:04","38.43289","-75.82049","9.0","192.5","200.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"338327527","2024-09-21T02:11:15","38.61215","-75.95913","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368219010","2024-09-21T02:13:02","38.43546","-75.82084","9.1","154.0","164.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:12:00","38.43762","-75.82228","7.9","169.6","165.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:15:07","38.43032","-75.82165","9.5","205.1","206.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:16:18","38.42751","-75.82350","9.7","210.6","212.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:17:20","38.42521","-75.82557","9.5","219.0","224.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:19:34","38.42280","-75.83190","9.3","270.7","275.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"338327527","2024-09-21T02:20:16","38.61215","-75.95913","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-09-21T02:17:16","38.61215","-75.95913","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368219010","2024-09-21T02:24:12","38.42093","-75.84629","8.5","206.8","192.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:18:32","38.42325","-75.82861","9.2","244.7","258.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:20:38","38.42309","-75.83548","9.5","274.2","270.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:29:58","38.40568","-75.85033","10.0","192.3","191.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:31:01","38.40283","-75.85072","9.3","173.3","160.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:22:05","38.42307","-75.84041","9.9","267.0","263.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"338327527","2024-09-21T02:23:17","38.61215","-75.95913","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368219010","2024-09-21T02:23:09","38.42263","-75.84396","8.9","247.0","228.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:35:41","38.39370","-75.84131","8.7","142.1","148.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"338327527","2024-09-21T02:29:16","38.61216","-75.95913","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368219010","2024-09-21T02:25:18","38.41824","-75.84729","9.5","192.8","191.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:26:29","38.41511","-75.84804","9.7","188.9","187.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:27:32","38.41224","-75.84853","9.7","192.6","193.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"368219010","2024-09-21T02:28:38","38.40928","-75.84938","9.9","192.3","192.0","VENGEANCE","","WDM5765","52","0","23","7","2.9","52","A"
"338327527","2024-09-21T02:35:18","38.61216","-75.95914","0.0","127.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
