"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"366948310","2024-09-26T00:00:07","38.55942","-75.69962","4.9","126.3","126.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"368126820","2024-09-26T00:00:05","38.36174","-75.61352","0.0","317.0","356.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"366948310","2024-09-26T00:01:27","38.55833","-75.69769","5.1","125.2","118.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"367127830","2024-09-26T00:02:56","38.45624","-75.83379","7.4","26.3","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"366948310","2024-09-26T00:03:31","38.55727","-75.69433","4.8","91.9","66.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"366948310","2024-09-26T00:02:30","38.55758","-75.69602","5.0","113.6","97.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"338327527","2024-09-26T00:03:16","38.61215","-75.95911","0.0","347.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-26T00:04:57","38.55795","-75.69230","4.5","57.3","55.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"367127830","2024-09-26T00:04:07","38.45821","-75.83206","7.3","43.5","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"367127830","2024-09-26T00:05:36","38.45996","-75.82893","7.1","69.4","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"368126820","2024-09-26T00:06:05","38.36174","-75.61352","0.0","317.0","356.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"366948310","2024-09-26T00:06:07","38.55886","-75.69074","4.8","49.8","49.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
"367127830","2024-09-26T00:07:07","38.46082","-75.82522","7.4","70.9","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"368126820","2024-09-26T00:09:08","38.36174","-75.61352","0.0","317.0","356.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"338327527","2024-09-26T00:09:16","38.61215","-75.95911","0.0","347.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367127830","2024-09-26T00:10:37","38.46272","-75.81733","6.2","33.4","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"368126820","2024-09-26T00:12:07","38.36174","-75.61352","0.0","317.0","356.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"367127830","2024-09-26T00:11:55","38.46488","-75.81616","6.6","12.2","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"367127830","2024-09-26T00:13:05","38.46706","-75.81588","7.0","358.2","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"367127830","2024-09-26T00:14:46","38.47040","-75.81629","7.2","349.9","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"367127830","2024-09-26T00:16:05","38.47256","-75.81786","6.8","317.9","511.0","NIKKI JO C","","WBA5546","52","0","20","8","3.5","52","A"
"366948310","2024-09-26T00:18:28","38.57088","-75.67518","5.0","38.6","39.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","57","A"
