"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"338327527","2024-08-17T00:40:13","38.61216","-75.95912","0.0","126.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-08-17T00:49:15","38.61216","-75.95913","0.0","126.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-08-17T00:58:12","38.61216","-75.95913","0.0","126.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-08-17T01:13:14","38.61216","-75.95913","0.0","126.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368193830","2024-08-17T01:18:28","38.21526","-75.89841","8.6","99.1","104.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:17:25","38.21513","-75.90174","8.9","79.1","85.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:27:12","38.21702","-75.87475","7.9","29.6","31.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:26:11","38.21518","-75.87634","7.7","28.0","31.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:30:22","38.22327","-75.87209","7.7","2.5","358.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:32:31","38.22793","-75.87237","7.8","358.4","357.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:35:38","38.23410","-75.86995","7.7","48.7","54.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:29:18","38.22103","-75.87222","7.4","2.3","1.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:28:15","38.21896","-75.87303","7.8","33.5","22.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:36:41","38.23553","-75.86773","7.7","56.0","63.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:31:27","38.22558","-75.87213","7.8","3.7","357.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:34:36","38.23227","-75.87168","7.6","31.0","37.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:33:34","38.23027","-75.87260","7.7","5.9","18.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"338327527","2024-08-17T01:34:12","38.61215","-75.95913","0.0","126.1","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368193830","2024-08-17T01:37:52","38.23680","-75.86493","7.7","65.0","65.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:38:53","38.23791","-75.86247","8.0","57.0","62.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:45:51","38.24801","-75.84828","8.2","17.1","15.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:40:02","38.23906","-75.85947","8.2","67.2","66.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:42:25","38.24156","-75.85310","8.9","65.7","58.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:50:10","38.25499","-75.84171","7.8","55.8","57.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:41:22","38.24039","-75.85598","8.6","62.1","62.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:43:29","38.24303","-75.85032","8.6","41.9","23.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:49:01","38.25360","-75.84431","7.3","53.9","56.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:55:30","38.25757","-75.82713","8.6","76.8","80.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:51:11","38.25611","-75.83931","7.5","77.2","90.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:53:18","38.25619","-75.83352","8.0","75.0","74.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:46:55","38.25035","-75.84763","7.8","15.2","24.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:47:56","38.25230","-75.84646","7.1","41.7","53.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:52:14","38.25608","-75.83656","7.8","95.5","92.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:00:01","38.25496","-75.81480","8.6","110.1","106.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"338327527","2024-08-17T01:49:16","38.61216","-75.95913","0.0","15.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368193830","2024-08-17T02:01:02","38.25432","-75.81178","8.8","101.1","100.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:57:41","38.25695","-75.82112","7.9","112.5","110.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:56:31","38.25787","-75.82413","8.2","95.6","108.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:54:22","38.25690","-75.83053","8.5","72.5","75.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:07:53","38.26289","-75.79789","8.9","13.8","19.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T01:58:51","38.25602","-75.81804","8.3","110.9","112.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:08:59","38.26531","-75.79661","8.1","39.7","52.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:03:25","38.25419","-75.80444","8.7","74.8","65.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:02:21","38.25391","-75.80776","8.9","91.0","87.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:04:31","38.25552","-75.80176","8.1","38.7","30.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:11:12","38.26727","-75.79084","8.7","87.3","89.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:05:42","38.25797","-75.80015","8.4","19.0","21.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:06:52","38.26051","-75.79888","8.6","24.5","22.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"338327527","2024-08-17T02:07:13","38.61216","-75.95913","0.0","15.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368193830","2024-08-17T02:10:04","38.26680","-75.79412","8.0","71.3","82.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"338327527","2024-08-17T02:10:13","38.61216","-75.95913","0.0","15.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368193830","2024-08-17T02:12:21","38.26731","-75.78722","9.0","87.6","86.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:20:10","38.27840","-75.77066","8.6","4.3","5.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:14:35","38.26796","-75.78012","8.9","72.3","63.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"368193830","2024-08-17T02:22:14","38.28342","-75.76975","8.9","16.0","23.0","ROCK HALL","IMO1294623","WDM3063","52","12","120","17","2.7","52","A"
"338327527","2024-08-17T02:16:12","38.61216","-75.95913","0.0","15.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
