"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"366948310","2024-09-08T00:00:04","38.63229","-75.61756","0.0","252.8","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-08T00:01:15","38.61215","-75.95912","0.0","60.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-08T00:01:14","38.63229","-75.61756","0.0","300.5","24.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-08T00:02:24","38.63229","-75.61755","0.0","272.1","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"368126820","2024-09-08T00:02:06","38.36166","-75.61352","0.0","349.0","13.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"366948310","2024-09-08T00:03:34","38.63228","-75.61755","0.0","279.6","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-08T00:04:17","38.61215","-75.95912","0.0","60.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-08T00:04:44","38.63227","-75.61754","0.0","268.4","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-08T00:05:53","38.63228","-75.61755","0.0","235.2","24.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-08T00:08:42","38.63227","-75.61755","0.0","244.7","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-08T00:07:23","38.63228","-75.61755","0.0","258.2","24.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"367031390","2024-09-08T00:11:27","38.35782","-75.61677","0.0","283.8","199.0","CAPTAIN HANK","","WCR9342","52","0","24","10","3.3","52","A"
"366948310","2024-09-08T00:10:04","38.63227","-75.61754","0.0","262.9","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"368126820","2024-09-08T00:14:09","38.36166","-75.61352","0.0","349.0","13.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"366948310","2024-09-08T00:12:34","38.63229","-75.61756","0.0","229.4","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-08T00:13:42","38.63229","-75.61756","0.0","239.7","24.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"368193830","2024-09-08T00:13:09","38.35418","-75.61942","0.0","297.0","38.0","ROCK HALL","IMO1294623","WDM3063","52","5","120","17","2.7","52","A"
"366948310","2024-09-08T00:14:54","38.63228","-75.61757","0.0","253.6","23.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"367031390","2024-09-08T00:13:17","38.35782","-75.61677","0.0","211.8","200.0","CAPTAIN HANK","","WCR9342","52","0","24","10","3.3","52","A"
