"","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"1",368260710,2023-09-14 00:00:21,38.63637,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"2",368260710,2023-09-14 00:01:39,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"3",368260710,2023-09-14 00:02:40,38.63639,-75.61481,0,0,29,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"4",368110190,2023-09-14 00:04:11,38.36116,-75.61353,0,315,208,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"5",368260710,2023-09-14 00:04:21,38.63638,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"6",368260710,2023-09-14 00:05:49,38.6364,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"7",368260710,2023-09-14 00:10:30,38.63638,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"8",368260710,2023-09-14 00:12:00,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"9",368260710,2023-09-14 00:13:30,38.63639,-75.6148,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"10",368260710,2023-09-14 00:14:40,38.63636,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"11",368260710,2023-09-14 00:15:50,38.63638,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"12",368260710,2023-09-14 00:07:00,38.63639,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"13",368260710,2023-09-14 00:19:20,38.63638,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"14",368260710,2023-09-14 00:17:31,38.63639,-75.61486,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"15",368260710,2023-09-14 00:20:31,38.63639,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"16",368110190,2023-09-14 00:22:11,38.36117,-75.61353,0,315,209,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"17",368260710,2023-09-14 00:24:09,38.63638,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"18",368260710,2023-09-14 00:25:59,38.6364,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"19",368260710,2023-09-14 00:27:31,38.63639,-75.61486,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"20",368260710,2023-09-14 00:28:50,38.63638,-75.61485,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"21",368260710,2023-09-14 00:30:19,38.63639,-75.61481,0,0,31,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"22",368260710,2023-09-14 00:31:30,38.63637,-75.61486,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"23",368260710,2023-09-14 00:32:49,38.63639,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"24",368260710,2023-09-14 00:34:09,38.63638,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"25",368260710,2023-09-14 00:36:00,38.63638,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"26",368260710,2023-09-14 00:37:31,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"27",368110190,2023-09-14 00:37:09,38.36117,-75.61353,0,315,209,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"28",368260710,2023-09-14 00:41:19,38.63642,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"29",368260710,2023-09-14 00:39:49,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"30",368260710,2023-09-14 00:38:41,38.63638,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"31",368260710,2023-09-14 00:43:00,38.63639,-75.61481,0,0,31,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"32",368260710,2023-09-14 00:44:20,38.63638,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"33",368260710,2023-09-14 00:45:40,38.6364,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"34",368260710,2023-09-14 00:48:09,38.63642,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"35",368260710,2023-09-14 00:49:30,38.6364,-75.61487,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"36",368260710,2023-09-14 00:51:09,38.63639,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"37",368260710,2023-09-14 00:55:20,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"38",368110190,2023-09-14 00:55:08,38.36117,-75.61353,0,315,208,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"39",368260710,2023-09-14 00:53:50,38.63637,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"40",368260710,2023-09-14 00:52:21,38.63639,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"41",368260710,2023-09-14 00:57:50,38.63638,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"42",368260710,2023-09-14 00:56:30,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"43",368260710,2023-09-14 00:59:20,38.6364,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"44",368110190,2023-09-14 00:19:09,38.36117,-75.61353,0,315,209,"SALISBURY",NA,"WDL2234",52,5,30,12,0,52,"A"
"45",368260710,2023-09-14 01:00:29,38.63636,-75.61485,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"46",368260710,2023-09-14 01:01:40,38.6364,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"47",368260710,2023-09-14 01:03:20,38.63638,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"48",368260710,2023-09-14 01:05:59,38.63637,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"49",368260710,2023-09-14 01:07:10,38.6364,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"50",368260710,2023-09-14 01:04:50,38.63639,-75.61483,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"51",368260710,2023-09-14 01:09:50,38.63637,-75.61484,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"52",368260710,2023-09-14 01:08:30,38.63639,-75.61482,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
"53",368260710,2023-09-14 00:21:49,38.6364,-75.61481,0,0,30,"THOR",NA,"WDN2293",99,0,24,9,3,52,"A"
