"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"368180650","2024-08-16T00:00:01","38.36111","-75.61333","0.1","113.0","203.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","4.1","52","A"
"368093970","2024-08-16T00:00:18","38.37427","-75.86455","5.1","167.6","166.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:01:04","38.36111","-75.61332","0.3","279.0","196.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","4.1","52","A"
"368093970","2024-08-16T00:01:21","38.37288","-75.86421","5.0","166.8","158.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:02:10","38.36070","-75.61352","3.1","195.0","194.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:03:37","38.37020","-75.86258","4.8","148.0","150.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:04:48","38.36890","-75.86153","4.6","148.3","152.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:03:13","38.35977","-75.61389","3.2","207.0","214.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:02:28","38.37151","-75.86353","4.8","149.3","150.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:04:16","38.35893","-75.61466","3.4","218.0","224.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:06:21","38.35803","-75.61586","1.4","235.0","223.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:05:58","38.36760","-75.86055","4.7","148.1","154.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:05:20","38.35835","-75.61538","2.2","230.0","229.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"338327527","2024-08-16T00:07:13","38.61215","-75.95912","0.0","71.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368093970","2024-08-16T00:07:07","38.36628","-75.85972","4.7","161.5","163.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:07:29","38.35781","-75.61618","1.1","231.0","217.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:08:40","38.35765","-75.61645","0.5","232.0","211.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:08:17","38.36483","-75.85920","4.9","164.8","163.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:09:49","38.35755","-75.61660","0.3","222.0","210.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"338327527","2024-08-16T00:10:13","38.61215","-75.95912","0.0","71.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368093970","2024-08-16T00:10:20","38.36226","-75.85814","4.5","164.5","179.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:11:27","38.36084","-75.85809","4.8","181.5","183.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:11:00","38.35751","-75.61665","0.1","232.0","211.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:12:38","38.35929","-75.85821","5.0","186.9","189.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:12:09","38.35754","-75.61667","0.1","247.0","206.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:13:20","38.35757","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:14:31","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:15:39","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:13:45","38.35778","-75.85851","5.0","187.3","192.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:14:47","38.35652","-75.85885","4.7","201.2","206.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:16:49","38.35758","-75.61669","0.1","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:15:58","38.35515","-75.85975","4.8","214.0","211.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"338327527","2024-08-16T00:19:12","38.61215","-75.95912","0.0","71.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368093970","2024-08-16T00:17:02","38.35394","-75.86075","4.9","211.2","216.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:18:09","38.35759","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:20:31","38.35759","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:18:17","38.35274","-75.86200","4.7","227.5","229.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:21:57","38.34942","-75.86665","4.8","223.1","228.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:19:38","38.35160","-75.86378","4.9","230.7","224.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:20:46","38.35052","-75.86524","4.9","226.6","223.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:23:01","38.34850","-75.86789","4.5","231.0","242.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:21:40","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:24:08","38.34783","-75.86938","4.5","247.9","249.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:22:59","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368180650","2024-08-16T00:24:09","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"368093970","2024-08-16T00:25:17","38.34735","-75.87111","4.7","248.5","244.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:26:29","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"338327527","2024-08-16T00:25:12","38.61215","-75.95912","0.0","71.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368093970","2024-08-16T00:28:58","38.34535","-75.87659","4.7","244.2","242.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:26:28","38.34676","-75.87289","4.7","245.8","242.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368180650","2024-08-16T00:25:19","38.35758","-75.61669","0.0","251.0","202.0","CAPE HENRY","IMO1301031","WDL9615","52","12","30","10","3.5","52","A"
"338327527","2024-08-16T00:28:12","38.61215","-75.95912","0.0","71.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368093970","2024-08-16T00:27:37","38.34611","-75.87466","4.7","244.1","241.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
"368093970","2024-08-16T00:30:07","38.34472","-75.87832","4.7","244.9","242.0","MR. PAUL MUTTA","IMO1060000000","WDK8418","52","0","143","24","2.8","52","A"
