"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"367176210","2024-09-02T00:00:10","38.63526","-75.61603","0.0","256.5","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:01:30","38.63527","-75.61604","0.0","256.5","32.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:02:40","38.63528","-75.61605","0.0","263.4","31.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:04:10","38.63528","-75.61604","0.0","265.4","32.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-02T00:04:13","38.61216","-75.95912","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367176210","2024-09-02T00:05:30","38.63528","-75.61604","0.0","267.3","32.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:06:40","38.63526","-75.61603","0.0","272.4","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:07:41","38.63527","-75.61605","0.0","275.0","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-02T00:07:13","38.61216","-75.95912","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367176210","2024-09-02T00:11:30","38.63526","-75.61604","0.0","283.1","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-02T00:10:13","38.61216","-75.95911","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367176210","2024-09-02T00:10:00","38.63526","-75.61606","0.0","284.3","31.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:13:41","38.63528","-75.61605","0.0","287.9","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:12:31","38.63527","-75.61605","0.0","283.2","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:16:00","38.63526","-75.61604","0.0","280.6","35.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:14:51","38.63527","-75.61604","0.0","285.3","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-02T00:16:13","38.61215","-75.95911","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-09-02T00:19:13","38.61215","-75.95911","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367176210","2024-09-02T00:18:31","38.63526","-75.61606","0.0","259.7","36.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:17:10","38.63526","-75.61605","0.0","270.0","35.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:19:41","38.63525","-75.61603","0.0","259.2","35.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:20:50","38.63525","-75.61604","0.0","245.5","36.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:22:10","38.63525","-75.61602","0.0","237.1","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:24:31","38.63524","-75.61603","0.0","242.1","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:23:11","38.63524","-75.61603","0.0","243.3","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:25:50","38.63524","-75.61603","0.0","244.1","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:27:11","38.63524","-75.61604","0.0","251.2","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:29:40","38.63524","-75.61603","0.0","257.3","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:28:31","38.63523","-75.61601","0.0","250.6","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-02T00:31:13","38.61214","-75.95911","0.0","162.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"367176210","2024-09-02T00:30:59","38.63524","-75.61602","0.0","256.6","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:32:01","38.63524","-75.61603","0.0","251.4","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:33:30","38.63525","-75.61606","0.0","254.1","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:35:51","38.63525","-75.61606","0.0","249.6","34.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:37:01","38.63527","-75.61605","0.0","252.7","33.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-02T00:39:11","38.63524","-75.61603","0.0","237.1","35.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
