"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"366948310","2024-09-28T00:00:08","38.63580","-75.61551","0.0","232.4","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:00:16","38.61215","-75.95912","0.0","0.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:01:18","38.63579","-75.61549","0.0","248.9","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:02:57","38.63578","-75.61549","0.0","244.5","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:03:17","38.61215","-75.95911","0.0","0.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:04:48","38.63580","-75.61549","0.0","241.5","216.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:06:18","38.63580","-75.61550","0.0","243.9","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:06:19","38.61215","-75.95911","0.0","0.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:10:18","38.63581","-75.61551","0.0","253.6","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:12:18","38.63580","-75.61550","0.0","238.8","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:08:18","38.63580","-75.61550","0.0","236.3","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:15:16","38.61216","-75.95912","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:15:48","38.63578","-75.61550","0.0","331.4","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:14:28","38.63579","-75.61552","0.0","213.2","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:17:38","38.63579","-75.61552","0.0","308.2","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:12:16","38.61215","-75.95912","0.0","0.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:18:47","38.63578","-75.61552","0.0","245.2","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:22:38","38.63580","-75.61552","0.0","233.0","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:24:16","38.61215","-75.95912","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:23:58","38.63580","-75.61552","0.0","254.6","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:25:27","38.63579","-75.61551","0.0","228.8","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:19:58","38.63579","-75.61550","0.0","253.2","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:21:17","38.63579","-75.61550","0.0","203.2","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:26:38","38.63580","-75.61551","0.0","273.7","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:27:47","38.63579","-75.61551","0.0","255.3","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:29:57","38.63579","-75.61550","0.0","246.7","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:31:17","38.63579","-75.61550","0.0","261.4","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:33:16","38.61215","-75.95912","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:35:17","38.63579","-75.61550","0.0","233.9","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:34:07","38.63581","-75.61551","0.0","291.6","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:38:07","38.63578","-75.61550","0.0","239.7","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:41:28","38.63579","-75.61551","0.0","218.3","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:36:37","38.63579","-75.61551","0.0","215.4","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:40:07","38.63580","-75.61552","0.0","204.9","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:44:57","38.63578","-75.61552","0.0","165.1","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:43:17","38.63579","-75.61553","0.0","253.0","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:45:17","38.61216","-75.95913","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:49:17","38.63579","-75.61552","0.0","258.2","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:46:27","38.63578","-75.61551","0.0","257.5","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:50:37","38.63580","-75.61552","0.0","284.4","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:55:37","38.63580","-75.61550","0.0","296.2","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:52:08","38.63580","-75.61552","0.0","295.7","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:56:48","38.63581","-75.61552","0.0","297.4","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T00:59:27","38.63581","-75.61549","0.0","323.0","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T01:01:17","38.63583","-75.61549","0.0","260.4","216.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T01:00:16","38.61216","-75.95912","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-09-28T00:51:17","38.61216","-75.95912","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:53:37","38.63579","-75.61551","0.0","279.6","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T00:42:16","38.61216","-75.95913","0.0","51.5","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T00:48:08","38.63578","-75.61550","0.0","272.4","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T11:52:08","38.63578","-75.61550","0.0","305.0","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T11:53:28","38.63578","-75.61551","0.0","184.3","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T11:56:07","38.63578","-75.61552","0.0","34.2","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T11:59:19","38.21792","-75.94649","0.8","28.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:00:48","38.63577","-75.61549","0.0","202.7","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:00:20","38.21811","-75.94640","0.7","22.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338327527","2024-09-28T12:03:16","38.61215","-75.95912","0.0","119.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-09-28T12:06:16","38.61215","-75.95912","0.0","119.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338190278","2024-09-28T12:08:49","38.21738","-75.94646","4.0","204.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:08:08","38.63578","-75.61551","0.0","258.6","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:09:50","38.21805","-75.94642","4.6","20.5","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:10:27","38.63579","-75.61552","0.0","189.6","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:11:57","38.63579","-75.61549","0.0","201.1","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:13:20","38.22233","-75.94437","4.7","20.6","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:13:48","38.63578","-75.61550","0.0","178.2","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:15:20","38.22482","-75.94315","4.8","22.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:14:57","38.63578","-75.61550","0.0","165.6","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:16:07","38.63578","-75.61549","0.0","223.0","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:02:26","38.63579","-75.61550","0.0","30.5","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:03:47","38.63578","-75.61551","0.0","168.6","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:03:50","38.21857","-75.94585","0.6","30.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:18:20","38.22855","-75.94132","4.6","20.1","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:16:51","38.22669","-75.94223","4.8","20.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:04:58","38.63577","-75.61547","0.0","177.1","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:19:49","38.23040","-75.94043","4.7","19.4","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:20:50","38.23163","-75.93982","4.7","22.0","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:20:18","38.63579","-75.61550","0.0","193.3","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:07:20","38.21881","-75.94547","3.4","216.9","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:22:50","38.23409","-75.93862","4.7","20.7","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:09:16","38.63577","-75.61549","0.0","223.4","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:24:07","38.63580","-75.61551","0.0","231.5","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:25:18","38.63580","-75.61552","0.0","336.5","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:25:50","38.23785","-75.93680","4.8","21.5","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338327527","2024-09-28T12:27:17","38.61216","-75.95913","0.0","107.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338190278","2024-09-28T12:27:20","38.23973","-75.93589","4.8","23.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:26:27","38.63579","-75.61551","0.0","264.5","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:31:17","38.63579","-75.61550","0.0","240.1","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T12:15:17","38.61215","-75.95911","0.0","119.0","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338190278","2024-09-28T12:30:20","38.24144","-75.93529","3.5","214.5","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:32:37","38.63578","-75.61550","0.0","222.2","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:33:47","38.63580","-75.61552","0.0","341.7","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:19:07","38.63579","-75.61550","0.0","231.3","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338327527","2024-09-28T12:36:19","38.61215","-75.95912","0.0","107.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T12:36:07","38.63581","-75.61548","0.0","222.0","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:38:19","38.23363","-75.93912","3.8","199.8","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:22:46","38.63579","-75.61548","0.0","227.3","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:39:07","38.63581","-75.61551","0.0","260.6","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:40:18","38.63580","-75.61550","0.0","241.6","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:24:20","38.23596","-75.93772","4.8","19.3","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:39:49","38.23215","-75.93984","3.7","201.0","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:42:07","38.63579","-75.61551","0.0","256.7","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:42:20","38.22969","-75.94103","3.7","199.9","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:43:49","38.22820","-75.94176","3.7","200.1","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338190278","2024-09-28T12:46:19","38.22573","-75.94296","3.8","200.1","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:45:47","38.63580","-75.61552","0.0","272.8","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:47:20","38.22475","-75.94343","3.7","200.3","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:30:07","38.63580","-75.61553","0.0","223.3","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:49:47","38.63580","-75.61549","0.0","253.5","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:48:37","38.63581","-75.61547","0.0","198.7","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:50:20","38.22179","-75.94489","3.8","200.6","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:52:07","38.63579","-75.61551","0.0","268.4","216.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:37:16","38.63578","-75.61549","0.0","213.8","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"368004680","2024-09-28T12:53:39","38.28599","-75.75618","0.0","338.0","511.0","TAKE IT EASY","IMO0000000","WDJ7232","36","","12","7","","","B"
"338190278","2024-09-28T12:54:19","38.21782","-75.94681","3.0","216.9","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:54:27","38.63579","-75.61550","0.0","106.2","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:55:20","38.21884","-75.94662","4.7","29.2","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"368004680","2024-09-28T12:56:43","38.28601","-75.75617","0.0","338.0","511.0","TAKE IT EASY","IMO0000000","WDJ7232","36","","12","7","","","B"
"338190278","2024-09-28T12:56:50","38.22069","-75.94573","4.7","19.8","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T12:43:18","38.63578","-75.61548","0.0","269.9","214.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:56:47","38.63575","-75.61555","0.7","193.5","210.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:57:48","38.63550","-75.61570","1.4","206.4","208.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:59:08","38.63497","-75.61605","1.7","210.9","209.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:59:50","38.22439","-75.94392","4.7","20.0","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T13:00:17","38.63452","-75.61643","1.8","212.0","202.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T12:47:07","38.63580","-75.61547","0.0","228.3","213.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T12:49:19","38.22280","-75.94438","3.7","200.9","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338327527","2024-09-28T12:51:16","38.61215","-75.95911","0.0","107.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T13:03:47","38.63219","-75.61762","3.4","200.1","206.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"368004680","2024-09-28T13:02:42","38.28601","-75.75618","0.0","338.0","511.0","TAKE IT EASY","IMO0000000","WDJ7232","36","","12","7","","","B"
"366948310","2024-09-28T12:53:17","38.63579","-75.61551","0.0","278.4","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T13:04:57","38.63112","-75.61807","3.3","210.9","231.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T13:05:20","38.22606","-75.94335","3.7","195.3","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"368004680","2024-09-28T13:05:41","38.28601","-75.75617","0.0","338.0","511.0","TAKE IT EASY","IMO0000000","WDJ7232","36","","12","7","","","B"
"366948310","2024-09-28T13:06:08","38.63041","-75.61901","3.1","241.9","246.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T13:08:20","38.22318","-75.94475","3.6","204.1","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"338327527","2024-09-28T13:09:18","38.61215","-75.95911","0.0","107.9","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"366948310","2024-09-28T13:08:57","38.62920","-75.62208","3.5","229.3","215.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"366948310","2024-09-28T13:10:06","38.62834","-75.62302","3.6","212.5","188.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T13:00:20","38.22501","-75.94362","4.8","21.0","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"366948310","2024-09-28T13:01:47","38.63376","-75.61694","2.5","202.1","198.0","FORT PIKE","","WAA9418","31","0","19","7","2.5","52","A"
"338190278","2024-09-28T13:02:49","38.22810","-75.94213","4.1","2.1","511.0","PULSE","IMO0000000","SURVEY","33","","7","4","","","B"
"368004680","2024-09-28T13:14:40","38.28599","-75.75616","0.0","338.0","511.0","TAKE IT EASY","IMO0000000","WDJ7232","36","","12","7","","","B"
