"MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
"367176210","2024-09-19T00:00:08","38.46155","-75.82108","8.5","244.1","248.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368126820","2024-09-19T00:01:08","38.36174","-75.61352","0.0","350.0","359.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"367176210","2024-09-19T00:01:19","38.46068","-75.82445","8.9","253.5","255.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:01:10","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"367176210","2024-09-19T00:02:29","38.45981","-75.82796","8.8","248.5","244.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:02:50","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368126820","2024-09-19T00:04:11","38.36174","-75.61352","0.0","350.0","359.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"367176210","2024-09-19T00:04:51","38.45669","-75.83397","8.3","213.7","201.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:05:11","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368126820","2024-09-19T00:07:07","38.36173","-75.61352","0.0","350.0","1.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"367176210","2024-09-19T00:09:21","38.44606","-75.83622","8.0","168.5","147.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368193830","2024-09-19T00:08:10","38.35418","-75.61942","0.0","8.0","38.0","ROCK HALL","IMO1294623","WDM3063","52","5","120","17","2.7","52","A"
"367176210","2024-09-19T00:07:09","38.45150","-75.83640","8.7","183.5","176.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-19T00:10:48","38.44347","-75.83384","8.3","129.4","118.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:10:21","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368193830","2024-09-19T00:11:11","38.35418","-75.61943","0.0","8.0","38.0","ROCK HALL","IMO1294623","WDM3063","52","5","120","17","2.7","52","A"
"367176210","2024-09-19T00:13:31","38.44098","-75.82644","8.5","118.0","123.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368126820","2024-09-19T00:16:10","38.36173","-75.61352","0.0","350.0","2.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"367176210","2024-09-19T00:19:38","38.42809","-75.82293","9.1","209.3","211.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"338327527","2024-09-19T00:20:16","38.61215","-75.95912","0.0","72.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368180650","2024-09-19T00:17:42","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368126820","2024-09-19T00:19:07","38.36173","-75.61351","0.0","350.0","3.0","ANNAPOLIS","","WDL3968","52","5","30","12","2.8","52","A"
"368180650","2024-09-19T00:18:50","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368193830","2024-09-19T00:20:12","38.35418","-75.61943","0.0","8.0","38.0","ROCK HALL","IMO1294623","WDM3063","52","5","120","17","2.7","52","A"
"367176210","2024-09-19T00:21:04","38.42512","-75.82549","8.6","224.3","231.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:19:51","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"367176210","2024-09-19T00:23:08","38.42298","-75.83089","8.8","263.9","269.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:24:31","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"368180650","2024-09-19T00:23:01","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"367176210","2024-09-19T00:27:49","38.42187","-75.84510","8.0","218.3","202.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"368180650","2024-09-19T00:26:51","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"338327527","2024-09-19T00:29:15","38.61215","-75.95912","0.0","72.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"338327527","2024-09-19T00:26:15","38.61215","-75.95912","0.0","72.3","511.0","SAND DOLLAR","IMO0000000","","37","","19","6","","","B"
"368180650","2024-09-19T00:28:02","38.35750","-75.61671","0.0","214.0","204.0","CAPE HENRY","IMO1301031","WDL9615","52","15","30","10","4.1","52","A"
"367176210","2024-09-19T00:35:06","38.40405","-75.85017","9.2","189.1","174.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
"367176210","2024-09-19T00:31:28","38.41319","-75.84758","9.2","186.6","183.0","GRAM ME","","WDD6682","52","0","20","8","3.0","52","A"
